name	status	reason
unc_cha_rxc_ipq0_reject.ad_req_vn0	excluded	uncore event
unc_cha_rxc_ipq0_reject.ad_rsp_vn0	excluded	uncore event
unc_cha_rxc_ipq0_reject.ak_non_upi	excluded	uncore event
unc_cha_rxc_ipq0_reject.bl_ncb_vn0	excluded	uncore event
unc_cha_rxc_ipq0_reject.bl_ncs_vn0	excluded	uncore event
unc_cha_rxc_ipq0_reject.bl_rsp_vn0	excluded	uncore event
unc_cha_rxc_ipq0_reject.bl_wb_vn0	excluded	uncore event
unc_cha_rxc_ipq0_reject.iv_non_upi	excluded	uncore event
unc_cha_rxc_ipq1_reject.allow_snp	excluded	uncore event
unc_cha_rxc_ipq1_reject.any0	excluded	uncore event
unc_cha_rxc_ipq1_reject.ha	excluded	uncore event
unc_cha_rxc_ipq1_reject.llc_or_sf_way	excluded	uncore event
unc_cha_rxc_ipq1_reject.llc_victim	excluded	uncore event
unc_cha_rxc_ipq1_reject.pa_match	excluded	uncore event
unc_cha_rxc_ipq1_reject.sf_victim	excluded	uncore event
unc_cha_rxc_ipq1_reject.victim	excluded	uncore event
unc_cha_rxc_irq0_reject.ad_req_vn0	excluded	uncore event
unc_cha_rxc_irq0_reject.ad_rsp_vn0	excluded	uncore event
unc_cha_rxc_irq0_reject.ak_non_upi	excluded	uncore event
unc_cha_rxc_irq0_reject.bl_ncb_vn0	excluded	uncore event
unc_cha_rxc_irq0_reject.bl_ncs_vn0	excluded	uncore event
unc_cha_rxc_irq0_reject.bl_rsp_vn0	excluded	uncore event
unc_cha_rxc_irq0_reject.bl_wb_vn0	excluded	uncore event
unc_cha_rxc_irq0_reject.iv_non_upi	excluded	uncore event
unc_cha_rxc_irq1_reject.allow_snp	excluded	uncore event
unc_cha_rxc_irq1_reject.any0	excluded	uncore event
unc_cha_rxc_irq1_reject.ha	excluded	uncore event
unc_cha_rxc_irq1_reject.llc_or_sf_way	excluded	uncore event
unc_cha_rxc_irq1_reject.llc_victim	excluded	uncore event
unc_cha_rxc_irq1_reject.pa_match	excluded	uncore event
unc_cha_rxc_irq1_reject.sf_victim	excluded	uncore event
unc_cha_rxc_irq1_reject.victim	excluded	uncore event
unc_cha_rxc_ismq0_reject.ad_req_vn0	excluded	uncore event
unc_cha_rxc_ismq0_reject.ad_rsp_vn0	excluded	uncore event
unc_cha_rxc_ismq0_reject.ak_non_upi	excluded	uncore event
unc_cha_rxc_ismq0_reject.bl_ncb_vn0	excluded	uncore event
unc_cha_rxc_ismq0_reject.bl_ncs_vn0	excluded	uncore event
unc_cha_rxc_ismq0_reject.bl_rsp_vn0	excluded	uncore event
unc_cha_rxc_ismq0_reject.bl_wb_vn0	excluded	uncore event
unc_cha_rxc_ismq0_reject.iv_non_upi	excluded	uncore event
unc_cha_rxc_ismq0_retry.ad_req_vn0	excluded	uncore event
unc_cha_rxc_ismq0_retry.ad_rsp_vn0	excluded	uncore event
unc_cha_rxc_ismq0_retry.ak_non_upi	excluded	uncore event
unc_cha_rxc_ismq0_retry.bl_ncb_vn0	excluded	uncore event
unc_cha_rxc_ismq0_retry.bl_ncs_vn0	excluded	uncore event
unc_cha_rxc_ismq0_retry.bl_rsp_vn0	excluded	uncore event
unc_cha_rxc_ismq0_retry.bl_wb_vn0	excluded	uncore event
unc_cha_rxc_ismq0_retry.iv_non_upi	excluded	uncore event
unc_cha_rxc_ismq1_reject.any0	excluded	uncore event
unc_cha_rxc_ismq1_reject.ha	excluded	uncore event
unc_cha_rxc_ismq1_retry.any0	excluded	uncore event
unc_cha_rxc_ismq1_retry.ha	excluded	uncore event
unc_cha_rxc_occupancy.ipq	excluded	uncore event
unc_cha_rxc_occupancy.rrq	excluded	uncore event
unc_cha_rxc_occupancy.wbq	excluded	uncore event
unc_cha_rxc_other0_retry.ad_req_vn0	excluded	uncore event
unc_cha_rxc_other0_retry.ad_rsp_vn0	excluded	uncore event
unc_cha_rxc_other0_retry.ak_non_upi	excluded	uncore event
unc_cha_rxc_other0_retry.bl_ncb_vn0	excluded	uncore event
unc_cha_rxc_other0_retry.bl_ncs_vn0	excluded	uncore event
unc_cha_rxc_other0_retry.bl_rsp_vn0	excluded	uncore event
unc_cha_rxc_other0_retry.bl_wb_vn0	excluded	uncore event
unc_cha_rxc_other0_retry.iv_non_upi	excluded	uncore event
unc_cha_rxc_other1_retry.allow_snp	excluded	uncore event
unc_cha_rxc_other1_retry.any0	excluded	uncore event
unc_cha_rxc_other1_retry.ha	excluded	uncore event
unc_cha_rxc_other1_retry.llc_or_sf_way	excluded	uncore event
unc_cha_rxc_other1_retry.llc_victim	excluded	uncore event
unc_cha_rxc_other1_retry.pa_match	excluded	uncore event
unc_cha_rxc_other1_retry.sf_victim	excluded	uncore event
unc_cha_rxc_other1_retry.victim	excluded	uncore event
unc_cha_rxc_prq0_reject.ad_req_vn0	excluded	uncore event
unc_cha_rxc_prq0_reject.ad_rsp_vn0	excluded	uncore event
unc_cha_rxc_prq0_reject.ak_non_upi	excluded	uncore event
unc_cha_rxc_prq0_reject.bl_ncb_vn0	excluded	uncore event
unc_cha_rxc_prq0_reject.bl_ncs_vn0	excluded	uncore event
unc_cha_rxc_prq0_reject.bl_rsp_vn0	excluded	uncore event
unc_cha_rxc_prq0_reject.bl_wb_vn0	excluded	uncore event
unc_cha_rxc_prq0_reject.iv_non_upi	excluded	uncore event
unc_cha_rxc_prq1_reject.allow_snp	excluded	uncore event
unc_cha_rxc_prq1_reject.any0	excluded	uncore event
unc_cha_rxc_prq1_reject.ha	excluded	uncore event
unc_cha_rxc_prq1_reject.llc_or_sf_way	excluded	uncore event
unc_cha_rxc_prq1_reject.llc_victim	excluded	uncore event
unc_cha_rxc_prq1_reject.pa_match	excluded	uncore event
unc_cha_rxc_prq1_reject.sf_victim	excluded	uncore event
unc_cha_rxc_prq1_reject.victim	excluded	uncore event
unc_cha_rxc_req_q0_retry.ad_req_vn0	excluded	uncore event
unc_cha_rxc_req_q0_retry.ad_rsp_vn0	excluded	uncore event
unc_cha_rxc_req_q0_retry.ak_non_upi	excluded	uncore event
unc_cha_rxc_req_q0_retry.bl_ncb_vn0	excluded	uncore event
unc_cha_rxc_req_q0_retry.bl_ncs_vn0	excluded	uncore event
unc_cha_rxc_req_q0_retry.bl_rsp_vn0	excluded	uncore event
unc_cha_rxc_req_q0_retry.bl_wb_vn0	excluded	uncore event
unc_cha_rxc_req_q0_retry.iv_non_upi	excluded	uncore event
unc_cha_rxc_req_q1_retry.allow_snp	excluded	uncore event
unc_cha_rxc_req_q1_retry.any0	excluded	uncore event
unc_cha_rxc_req_q1_retry.ha	excluded	uncore event
unc_cha_rxc_req_q1_retry.llc_or_sf_way	excluded	uncore event
unc_cha_rxc_req_q1_retry.llc_victim	excluded	uncore event
unc_cha_rxc_req_q1_retry.pa_match	excluded	uncore event
unc_cha_rxc_req_q1_retry.sf_victim	excluded	uncore event
unc_cha_rxc_req_q1_retry.victim	excluded	uncore event
unc_cha_rxc_rrq0_reject.ad_req_vn0	excluded	uncore event
unc_cha_rxc_rrq0_reject.ad_rsp_vn0	excluded	uncore event
unc_cha_rxc_rrq0_reject.ak_non_upi	excluded	uncore event
unc_cha_rxc_rrq0_reject.bl_ncb_vn0	excluded	uncore event
unc_cha_rxc_rrq0_reject.bl_ncs_vn0	excluded	uncore event
unc_cha_rxc_rrq0_reject.bl_rsp_vn0	excluded	uncore event
unc_cha_rxc_rrq0_reject.bl_wb_vn0	excluded	uncore event
unc_cha_rxc_rrq0_reject.iv_non_upi	excluded	uncore event
unc_cha_rxc_rrq1_reject.allow_snp	excluded	uncore event
unc_cha_rxc_rrq1_reject.any0	excluded	uncore event
unc_cha_rxc_rrq1_reject.ha	excluded	uncore event
unc_cha_rxc_rrq1_reject.llc_or_sf_way	excluded	uncore event
unc_cha_rxc_rrq1_reject.llc_victim	excluded	uncore event
unc_cha_rxc_rrq1_reject.pa_match	excluded	uncore event
unc_cha_rxc_rrq1_reject.sf_victim	excluded	uncore event
unc_cha_rxc_rrq1_reject.victim	excluded	uncore event
unc_cha_rxc_wbq0_reject.ad_req_vn0	excluded	uncore event
unc_cha_rxc_wbq0_reject.ad_rsp_vn0	excluded	uncore event
unc_cha_rxc_wbq0_reject.ak_non_upi	excluded	uncore event
unc_cha_rxc_wbq0_reject.bl_ncb_vn0	excluded	uncore event
unc_cha_rxc_wbq0_reject.bl_ncs_vn0	excluded	uncore event
unc_cha_rxc_wbq0_reject.bl_rsp_vn0	excluded	uncore event
unc_cha_rxc_wbq0_reject.bl_wb_vn0	excluded	uncore event
unc_cha_rxc_wbq0_reject.iv_non_upi	excluded	uncore event
unc_cha_rxc_wbq1_reject.allow_snp	excluded	uncore event
unc_cha_rxc_wbq1_reject.any0	excluded	uncore event
unc_cha_rxc_wbq1_reject.ha	excluded	uncore event
unc_cha_rxc_wbq1_reject.llc_or_sf_way	excluded	uncore event
unc_cha_rxc_wbq1_reject.llc_victim	excluded	uncore event
unc_cha_rxc_wbq1_reject.pa_match	excluded	uncore event
unc_cha_rxc_wbq1_reject.sf_victim	excluded	uncore event
unc_cha_rxc_wbq1_reject.victim	excluded	uncore event
unc_cha_snoop_resp.rspcnflct	excluded	uncore event
unc_cha_snoop_resp.rspfwd	excluded	uncore event
unc_cha_snoop_resp.rspfwdwb	excluded	uncore event
unc_cha_snoop_resp.rspi	excluded	uncore event
unc_cha_snoop_resp.rspifwd	excluded	uncore event
unc_cha_snoop_resp.rsps	excluded	uncore event
unc_cha_snoop_resp.rspsfwd	excluded	uncore event
unc_cha_snoop_resp.rspwb	excluded	uncore event
unc_cha_snoop_resp_local.rspcnflct	excluded	uncore event
unc_cha_snoop_resp_local.rspfwd	excluded	uncore event
unc_cha_snoop_resp_local.rspfwdwb	excluded	uncore event
unc_cha_snoop_resp_local.rspi	excluded	uncore event
unc_cha_snoop_resp_local.rspifwd	excluded	uncore event
unc_cha_snoop_resp_local.rsps	excluded	uncore event
unc_cha_snoop_resp_local.rspsfwd	excluded	uncore event
unc_cha_snoop_resp_local.rspwb	excluded	uncore event
unc_cha_snoop_rsp_misc.mtoi_rspdatam	excluded	uncore event
unc_cha_snoop_rsp_misc.mtoi_rspifwdm	excluded	uncore event
unc_cha_snoop_rsp_misc.pulldataptl_hitllc	excluded	uncore event
unc_cha_snoop_rsp_misc.pulldataptl_hitsf	excluded	uncore event
unc_cha_snoop_rsp_misc.rspifwdmptl_hitllc	excluded	uncore event
unc_cha_snoop_rsp_misc.rspifwdmptl_hitsf	excluded	uncore event
unc_cha_snoops_sent.all	excluded	uncore event
unc_cha_snoops_sent.bcst_local	excluded	uncore event
unc_cha_snoops_sent.bcst_remote	excluded	uncore event
unc_cha_snoops_sent.direct_local	excluded	uncore event
unc_cha_snoops_sent.direct_remote	excluded	uncore event
unc_cha_snoops_sent.local	excluded	uncore event
unc_cha_snoops_sent.remote	excluded	uncore event
unc_cha_tor_inserts.all	excluded	uncore event
unc_cha_tor_inserts.ddr	excluded	uncore event
unc_cha_tor_inserts.evict	excluded	uncore event
unc_cha_tor_inserts.hit	excluded	uncore event
unc_cha_tor_inserts.ia	excluded	uncore event
unc_cha_tor_inserts.ia_clflush	excluded	uncore event
unc_cha_tor_inserts.ia_clflushopt	excluded	uncore event
unc_cha_tor_inserts.ia_crd	excluded	uncore event
unc_cha_tor_inserts.ia_crd_pref	excluded	uncore event
unc_cha_tor_inserts.ia_drd	excluded	uncore event
unc_cha_tor_inserts.ia_drd_opt	excluded	uncore event
unc_cha_tor_inserts.ia_drd_opt_pref	excluded	uncore event
unc_cha_tor_inserts.ia_drd_pref	excluded	uncore event
unc_cha_tor_inserts.ia_drdpte	excluded	uncore event
unc_cha_tor_inserts.ia_hit	excluded	uncore event
unc_cha_tor_inserts.ia_hit_crd	excluded	uncore event
unc_cha_tor_inserts.ia_hit_crd_pref	excluded	uncore event
unc_cha_tor_inserts.ia_hit_cxl_acc	excluded	uncore event
unc_cha_tor_inserts.ia_hit_cxl_acc_local	excluded	uncore event
unc_cha_tor_inserts.ia_hit_drd	excluded	uncore event
unc_cha_tor_inserts.ia_hit_drd_opt	excluded	uncore event
unc_cha_tor_inserts.ia_hit_drd_opt_pref	excluded	uncore event
unc_cha_tor_inserts.ia_hit_drd_pref	excluded	uncore event
unc_cha_tor_inserts.ia_hit_drdpte	excluded	uncore event
unc_cha_tor_inserts.ia_hit_itom	excluded	uncore event
unc_cha_tor_inserts.ia_hit_llcprefcode	excluded	uncore event
unc_cha_tor_inserts.ia_hit_llcprefdata	excluded	uncore event
unc_cha_tor_inserts.ia_hit_llcprefrfo	excluded	uncore event
unc_cha_tor_inserts.ia_hit_rfo	excluded	uncore event
unc_cha_tor_inserts.ia_hit_rfo_pref	excluded	uncore event
unc_cha_tor_inserts.ia_itom	excluded	uncore event
unc_cha_tor_inserts.ia_itomcachenear	excluded	uncore event
unc_cha_tor_inserts.ia_llcprefcode	excluded	uncore event
unc_cha_tor_inserts.ia_llcprefdata	excluded	uncore event
unc_cha_tor_inserts.ia_llcprefrfo	excluded	uncore event
unc_cha_tor_inserts.ia_miss	excluded	uncore event
unc_cha_tor_inserts.ia_miss_crd	excluded	uncore event
unc_cha_tor_inserts.ia_miss_crd_local	excluded	uncore event
unc_cha_tor_inserts.ia_miss_crd_pref	excluded	uncore event
unc_cha_tor_inserts.ia_miss_crd_pref_local	excluded	uncore event
unc_cha_tor_inserts.ia_miss_crd_pref_remote	excluded	uncore event
unc_cha_tor_inserts.ia_miss_crd_remote	excluded	uncore event
unc_cha_tor_inserts.ia_miss_crdmorph_cxl_acc	excluded	uncore event
unc_cha_tor_inserts.ia_miss_cxl_acc	excluded	uncore event
unc_cha_tor_inserts.ia_miss_cxl_acc_local	excluded	uncore event
unc_cha_tor_inserts.ia_miss_drd	excluded	uncore event
unc_cha_tor_inserts.ia_miss_drd_cxl_acc	excluded	uncore event
unc_cha_tor_inserts.ia_miss_drd_cxl_acc_local	excluded	uncore event
unc_cha_tor_inserts.ia_miss_drd_cxl_exp_local	excluded	uncore event
unc_cha_tor_inserts.ia_miss_drd_ddr	excluded	uncore event
unc_cha_tor_inserts.ia_miss_drd_local	excluded	uncore event
unc_cha_tor_inserts.ia_miss_drd_local_ddr	excluded	uncore event
unc_cha_tor_inserts.ia_miss_drd_local_pmm	excluded	uncore event
unc_cha_tor_inserts.ia_miss_drd_opt	excluded	uncore event
unc_cha_tor_inserts.ia_miss_drd_opt_cxl_acc_local	excluded	uncore event
unc_cha_tor_inserts.ia_miss_drd_opt_pref	excluded	uncore event
unc_cha_tor_inserts.ia_miss_drd_opt_pref_cxl_acc_local	excluded	uncore event
unc_cha_tor_inserts.ia_miss_drd_pmm	excluded	uncore event
unc_cha_tor_inserts.ia_miss_drd_pref	excluded	uncore event
unc_cha_tor_inserts.ia_miss_drd_pref_cxl_acc	excluded	uncore event
unc_cha_tor_inserts.ia_miss_drd_pref_cxl_acc_local	excluded	uncore event
unc_cha_tor_inserts.ia_miss_drd_pref_cxl_exp_local	excluded	uncore event
unc_cha_tor_inserts.ia_miss_drd_pref_ddr	excluded	uncore event
unc_cha_tor_inserts.ia_miss_drd_pref_local	excluded	uncore event
unc_cha_tor_inserts.ia_miss_drd_pref_local_ddr	excluded	uncore event
unc_cha_tor_inserts.ia_miss_drd_pref_local_pmm	excluded	uncore event
unc_cha_tor_inserts.ia_miss_drd_pref_pmm	excluded	uncore event
unc_cha_tor_inserts.ia_miss_drd_pref_remote	excluded	uncore event
unc_cha_tor_inserts.ia_miss_drd_pref_remote_ddr	excluded	uncore event
unc_cha_tor_inserts.ia_miss_drd_pref_remote_pmm	excluded	uncore event
unc_cha_tor_inserts.ia_miss_drd_remote	excluded	uncore event
unc_cha_tor_inserts.ia_miss_drd_remote_ddr	excluded	uncore event
unc_cha_tor_inserts.ia_miss_drd_remote_pmm	excluded	uncore event
unc_cha_tor_inserts.ia_miss_drdmorph_cxl_acc	excluded	uncore event
unc_cha_tor_inserts.ia_miss_drdpte	excluded	uncore event
unc_cha_tor_inserts.ia_miss_itom	excluded	uncore event
unc_cha_tor_inserts.ia_miss_llcprefcode	excluded	uncore event
unc_cha_tor_inserts.ia_miss_llcprefcode_cxl_acc	excluded	uncore event
unc_cha_tor_inserts.ia_miss_llcprefdata	excluded	uncore event
unc_cha_tor_inserts.ia_miss_llcprefdata_cxl_acc	excluded	uncore event
unc_cha_tor_inserts.ia_miss_llcprefdata_cxl_acc_local	excluded	uncore event
unc_cha_tor_inserts.ia_miss_llcprefdata_cxl_exp_local	excluded	uncore event
unc_cha_tor_inserts.ia_miss_llcprefrfo	excluded	uncore event
unc_cha_tor_inserts.ia_miss_llcprefrfo_cxl_acc	excluded	uncore event
unc_cha_tor_inserts.ia_miss_llcprefrfo_cxl_acc_local	excluded	uncore event
unc_cha_tor_inserts.ia_miss_llcprefrfo_cxl_exp_local	excluded	uncore event
unc_cha_tor_inserts.ia_miss_local_wcil_ddr	excluded	uncore event
unc_cha_tor_inserts.ia_miss_local_wcil_pmm	excluded	uncore event
unc_cha_tor_inserts.ia_miss_local_wcilf_ddr	excluded	uncore event
unc_cha_tor_inserts.ia_miss_local_wcilf_pmm	excluded	uncore event
unc_cha_tor_inserts.ia_miss_remote_wcil_ddr	excluded	uncore event
unc_cha_tor_inserts.ia_miss_remote_wcil_pmm	excluded	uncore event
unc_cha_tor_inserts.ia_miss_remote_wcilf_ddr	excluded	uncore event
unc_cha_tor_inserts.ia_miss_remote_wcilf_pmm	excluded	uncore event
unc_cha_tor_inserts.ia_miss_rfo	excluded	uncore event
unc_cha_tor_inserts.ia_miss_rfo_cxl_acc	excluded	uncore event
unc_cha_tor_inserts.ia_miss_rfo_cxl_acc_local	excluded	uncore event
unc_cha_tor_inserts.ia_miss_rfo_cxl_exp_local	excluded	uncore event
unc_cha_tor_inserts.ia_miss_rfo_local	excluded	uncore event
unc_cha_tor_inserts.ia_miss_rfo_pref	excluded	uncore event
unc_cha_tor_inserts.ia_miss_rfo_pref_cxl_acc	excluded	uncore event
unc_cha_tor_inserts.ia_miss_rfo_pref_cxl_acc_local	excluded	uncore event
unc_cha_tor_inserts.ia_miss_rfo_pref_cxl_exp_local	excluded	uncore event
unc_cha_tor_inserts.ia_miss_rfo_pref_local	excluded	uncore event
unc_cha_tor_inserts.ia_miss_rfo_pref_remote	excluded	uncore event
unc_cha_tor_inserts.ia_miss_rfo_remote	excluded	uncore event
unc_cha_tor_inserts.ia_miss_rfomorph_cxl_acc	excluded	uncore event
unc_cha_tor_inserts.ia_miss_ucrdf	excluded	uncore event
unc_cha_tor_inserts.ia_miss_wcil	excluded	uncore event
unc_cha_tor_inserts.ia_miss_wcil_ddr	excluded	uncore event
unc_cha_tor_inserts.ia_miss_wcil_pmm	excluded	uncore event
unc_cha_tor_inserts.ia_miss_wcilf	excluded	uncore event
unc_cha_tor_inserts.ia_miss_wcilf_ddr	excluded	uncore event
unc_cha_tor_inserts.ia_miss_wcilf_pmm	excluded	uncore event
unc_cha_tor_inserts.ia_miss_wil	excluded	uncore event
unc_cha_tor_inserts.ia_rfo	excluded	uncore event
unc_cha_tor_inserts.ia_rfo_pref	excluded	uncore event
unc_cha_tor_inserts.ia_specitom	excluded	uncore event
unc_cha_tor_inserts.ia_wbeftoe	excluded	uncore event
unc_cha_tor_inserts.ia_wbeftoi	excluded	uncore event
unc_cha_tor_inserts.ia_wbmtoe	excluded	uncore event
unc_cha_tor_inserts.ia_wbmtoi	excluded	uncore event
unc_cha_tor_inserts.ia_wbstoi	excluded	uncore event
unc_cha_tor_inserts.ia_wcil	excluded	uncore event
unc_cha_tor_inserts.ia_wcilf	excluded	uncore event
unc_cha_tor_inserts.io	excluded	uncore event
unc_cha_tor_inserts.io_clflush	excluded	uncore event
unc_cha_tor_inserts.io_hit	excluded	uncore event
unc_cha_tor_inserts.io_hit_itom	excluded	uncore event
unc_cha_tor_inserts.io_hit_itomcachenear	excluded	uncore event
unc_cha_tor_inserts.io_hit_pcirdcur	excluded	uncore event
unc_cha_tor_inserts.io_hit_rfo	excluded	uncore event
